name,id,lat,lon,number,min_rail,min_rail_distance,min_park,min_park_distance,min_pier,min_pier_distance,population_density,intercept_95,min_rail_distance_95,min_park_distance_95,min_pier_distance_95,population_density_95,localR2
"Jubilee Gardens, South Bank",252,51.5046364,-0.116542278,42.0,Waterloo_diatance,288.0,Geraldine Mary Harmsworth Park North_diatance,998.0,Festival Pier_diatance,277.0,6252.0,0.0,0.0,0.0,0.0,0.0,0.5759465815803398
"Shoreditch Park, Hoxton",253,51.53404294,-0.086379717,47.0,Liverpool Street_diatance,1756.0,Victoria Park St Agnes Gate_diatance,2443.0,Blackfriars Pier_diatance,2793.0,11282.0,0.0,0.0,0.0,0.0,0.0,0.34656815403290964
"Chadwell Street, Angel",254,51.53051587,-0.106408455,15.0,Kings Cross_diatance,1187.0,Lincoln's Inn Fields South_distance,1787.0,Blackfriars Pier_diatance,2244.0,14646.0,0.0,0.0,0.0,0.0,0.0,0.21939564630550973
"Clifton Road, Maida Vale",255,51.52557531,-0.179592915,40.0,Paddington_diatance,961.0,The Regent's Park Hanover Gate_distance,1015.0,Embankment Pier_diatance,4531.0,27130.0,2.0949694087766675,2.5553946890917585,0.0,-2.099712151625086,0.0,0.42616004714347566
"Houghton Street, Strand",256,51.51362054,-0.116764211,3.0,Charing Cross_diatance,810.0,Lincoln's Inn Fields South_distance,229.0,Festival Pier_diatance,740.0,2977.0,0.0,0.0,0.0,0.0,0.0,0.5637351213980611
"Westminster University, Marylebone",257,51.52248185,-0.154907218,27.0,Marylebone_diatance,564.0,The Regent's Park York Gate_distance,266.0,Embankment Pier_diatance,2893.0,23675.0,-2.5471595483927563,0.0,-2.526578280795535,0.0,0.0,0.6478727743438979
"Kensington Gore, Knightsbridge",258,51.50143293,-0.178656971,28.0,Paddington_diatance,1746.0,Kensington Gardens Albert Memorial Gate_diatance,82.0,Cadogan Pier_diatance,2236.0,4109.0,0.0,0.0,0.0,2.9132863275867495,-3.672790907582266,0.4750843353476599
"Bourne Street, Belgravia",259,51.490959,-0.1532331,49.0,Victoria_diatance,857.0,Battersea Park Sopwith Way_diatance,1094.0,Battersea Power Station Pier_diatance,931.0,13792.0,0.0,0.0,-3.407341439564443,3.3760176778468387,0.0,0.2678817116258102
"Broadwick Street, Soho",260,51.5136846,-0.135580879,14.0,Charing Cross_diatance,1104.0,St. James's Park Waterloo Place Gate_distance,948.0,Embankment Pier_diatance,1236.0,14540.0,0.0,0.0,0.0,0.0,0.0,0.18828266548266628
"Princes Square, Bayswater",261,51.5134891,-0.191351186,18.0,Paddington_diatance,1078.0,Kensington Gardens Black Lion Gate_diatance,449.0,Cadogan Pier_diatance,3822.0,22058.0,-4.895039235523694,0.0,-5.643047745920281,4.759561933235945,-5.234057274455268,0.44101909653771626
"LSBU (Borough Road), Elephant & Castle",262,51.49874469,-0.103132904,14.0,Waterloo East_diatance,766.0,Geraldine Mary Harmsworth Park East_diatance,363.0,Bankside Pier_diatance,1198.0,18013.0,0.0,0.0,0.0,0.0,0.0,0.170982532692791
"St. Mary Axe, Aldgate",263,51.51422502,-0.080660083,17.0,Fenchurch Street_diatance,354.0,Lincoln's Inn Fields South_distance,2464.0,Tower Millennium Pier_diatance,783.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.3134090358197321
"Tysoe Street, Clerkenwell",264,51.52644342,-0.109256828,27.0,Kings Cross_diatance,1176.0,Lincoln's Inn Fields South_distance,1293.0,Blackfriars Pier_diatance,1851.0,10332.0,0.0,0.0,0.0,0.0,0.0,0.13974333883818676
"Southwick Street, Paddington",265,51.51595344,-0.169249375,24.0,Paddington_diatance,545.0,Hyde Park Victoria Gate_diatance,500.0,Embankment Pier_diatance,3463.0,24494.0,0.0,3.1739206857146334,-2.586885601116302,0.0,-2.189096633517493,0.6620697759073543
"Queen's Gate (North), Kensington",266,51.50102668,-0.180246101,39.0,Paddington_diatance,1802.0,Kensington Gardens Queen Gate_diatance,69.0,Cadogan Pier_diatance,2240.0,14798.0,0.0,0.0,0.0,2.7829240105815805,-3.297017058765628,0.4596558557368062
"Regency Street, Westminster",267,51.49206037,-0.132224622,17.0,Vauxhall_diatance,941.0,St. James's Park Queen Anne's Gate_distance,991.0,Millbank Millennium Pier_diatance,522.0,24216.0,0.0,0.0,0.0,0.0,0.0,0.18378529600865617
"Empire Square, The Borough",269,51.50082346,-0.089740764,23.0,London Bridge_diatance,592.0,Geraldine Mary Harmsworth Park East_diatance,1248.0,London Bridge City Pier_diatance,765.0,19495.0,0.0,0.0,0.0,0.0,0.0,0.23312356573844134
"Kennington Lane Rail Bridge, Vauxhall",270,51.4863434,-0.122492418,19.0,Vauxhall_diatance,57.0,Geraldine Mary Harmsworth Park West_diatance,1309.0,St. George Wharf_diatance,330.0,11597.0,0.0,0.0,0.0,0.0,0.0,0.1972829777234945
"London Zoo,  The Regent's Park",271,51.53583617,-0.156285395,42.0,Marylebone_diatance,1490.0,The Regent's Park Monkey Gate_distance,197.0,Embankment Pier_diatance,4018.0,5024.0,0.0,0.0,0.0,0.0,0.0,0.6435734434920541
"Baylis Road, Waterloo",272,51.50144456,-0.110699309,25.0,Waterloo_diatance,253.0,Geraldine Mary Harmsworth Park North_diatance,499.0,London Eye - Waterloo Pier_diatance,712.0,6252.0,0.0,0.0,0.0,0.0,0.0,0.24535873793162272
"Belvedere Road 1, South Bank",273,51.50613324,-0.114686385,20.0,Waterloo_diatance,353.0,Lincoln's Inn Fields South_distance,1063.0,Festival Pier_diatance,236.0,6252.0,0.0,0.0,0.0,0.0,0.0,0.48861727346574263
"Warwick Road, Olympia",274,51.49671237,-0.20528437,20.0,Paddington_diatance,3000.0,Holland Park Abbotsbury Gate_diatance,449.0,Chelsea Harbour Pier_diatance,3078.0,16405.0,0.0,0.0,0.0,0.0,0.0,-0.7672347548469668
"Barbican Centre, Barbican",275,51.52004497,-0.092176447,21.0,Liverpool Street_diatance,731.0,Lincoln's Inn Fields South_distance,1732.0,Blackfriars Pier_diatance,1211.0,7347.0,0.0,0.0,0.0,0.0,0.0,0.18096842443764785
"Kensington Church Street, Kensington",277,51.50315739,-0.191496313,28.0,Paddington_diatance,1850.0,Kensington Gardens Studio Gate_diatance,245.0,Cadogan Pier_diatance,2852.0,7318.0,2.2100670125328064,-3.745217385205583,0.0,-2.8348525810241334,-2.5212422347914347,0.4188111697287691
"Tooley Street, Bermondsey",278,51.5034938,-0.07962099,70.0,London Bridge_diatance,429.0,Geraldine Mary Harmsworth Park East_diatance,2009.0,Tower Millennium Pier_diatance,423.0,9193.0,0.0,0.0,0.0,0.0,0.0,0.23002400719144572
"North Wharf Road, Paddington",279,51.51862243,-0.176645823,24.0,Paddington_diatance,170.0,Kensington Gardens Marlborough Gate_diatance,798.0,Embankment Pier_diatance,4041.0,6897.0,0.0,3.375570504138803,0.0,0.0,-2.391932090629146,0.5141597137521937
"Royal Avenue 2, Chelsea",280,51.490083,-0.162418,22.0,Victoria_diatance,1419.0,Battersea Park Albert Gate_diatance,1185.0,Cadogan Pier_diatance,851.0,14837.0,0.0,0.0,-3.1282223809152945,0.0,0.0,0.25883257240071184
"Smith Square, Westminster",281,51.49580589,-0.127575233,9.0,Vauxhall_diatance,1148.0,St. James's Park Storey's Gate_distance,649.0,Millbank Millennium Pier_diatance,490.0,6973.0,0.0,0.0,0.0,0.0,0.0,0.6307846522147564
"Royal London Hospital, Whitechapel",282,51.518675,-0.06111,28.0,Fenchurch Street_diatance,1439.0,Mile End Park Solebay Street_diatance,1778.0,Tower Bridge Quay_diatance,1653.0,10945.0,0.0,0.0,0.0,0.0,0.0,0.1301253644619101
"Kingsway, Covent Garden",283,51.51440928,-0.118478757,8.0,Charing Cross_diatance,832.0,Lincoln's Inn Fields West_distance,174.0,Festival Pier_diatance,825.0,2977.0,0.0,0.0,0.0,0.0,0.0,0.627443215589553
"Lambeth North Station, Waterloo",284,51.49914063,-0.112031483,11.0,Waterloo_diatance,448.0,Geraldine Mary Harmsworth Park North_diatance,325.0,London Eye - Waterloo Pier_diatance,755.0,6252.0,0.0,0.0,0.0,0.0,0.0,0.3029996584213125
"St. John's Wood Road, St. John's Wood",286,51.5272947,-0.174653609,22.0,Marylebone_diatance,931.0,The Regent's Park Hanover Gate_distance,635.0,Embankment Pier_diatance,4326.0,33719.0,0.0,0.0,0.0,0.0,0.0,0.2537756843969382
"Bedford Way, Bloomsbury",287,51.52367314,-0.128377673,19.0,Euston_diatance,701.0,Lincoln's Inn Fields West_distance,1123.0,Embankment Pier_diatance,1919.0,5482.0,0.0,0.0,0.0,0.0,0.0,0.1616709758429632
"Elizabeth Bridge, Victoria",288,51.49236962,-0.147478734,34.0,Victoria_diatance,506.0,St. James's Park Buckingham Gate_distance,1098.0,Battersea Power Station Pier_diatance,946.0,6936.0,3.0057184054329826,2.9038237100126043,0.0,4.319855026096762,0.0,0.27602179920543435
"South Audley Street, Mayfair",289,51.50923022,-0.151296092,15.0,Victoria_diatance,1475.0,Hyde Park Park Lane_diatance,500.0,Embankment Pier_diatance,2089.0,9898.0,-9.341683307399153,0.0,-6.003469682360592,5.730599324917977,-7.064565399305749,0.3439860085449751
"St Mary's Hospital, Paddington",290,51.518268,-0.17110323,6.0,Paddington_diatance,422.0,Hyde Park Victoria Gate_diatance,716.0,Embankment Pier_diatance,3666.0,29198.0,0.0,2.817196395201109,0.0,0.0,0.0,0.6135070714763137
"Claverton Street, Pimlico",291,51.48483991,-0.138089062,5.0,Vauxhall_diatance,1058.0,Battersea Park Sopwith Way_diatance,868.0,Battersea Power Station Pier_diatance,554.0,20587.0,0.0,0.0,0.0,0.0,0.0,0.03542884261740683
"Montpelier Street, Knightsbridge",292,51.49888404,-0.165471605,39.0,Victoria_diatance,1453.0,Hyde Park Albert Gate_diatance,633.0,Cadogan Pier_diatance,1786.0,891.0,0.0,-2.244618658169266,-2.506164141635182,0.0,0.0,0.3682496556279492
"Kensington Olympia Station, Olympia",293,51.49815779,-0.209494128,14.0,Paddington_diatance,3086.0,Holland Park Abbotsbury Gate_diatance,406.0,Chelsea Harbour Pier_diatance,3380.0,17233.0,0.0,0.0,0.0,0.0,0.0,0.08612392821798749
"St. George's Square, Pimlico",294,51.488226,-0.135635511,29.0,Vauxhall_diatance,919.0,Battersea Park Sopwith Way_diatance,1215.0,St. George Wharf_diatance,618.0,20587.0,0.0,0.0,0.0,0.0,0.0,-0.10984450477093778
"Swan Street, The Borough",295,51.50029631,-0.092762704,21.0,London Bridge_diatance,769.0,Geraldine Mary Harmsworth Park East_diatance,1035.0,London Bridge City Pier_diatance,927.0,36858.0,0.0,0.0,0.0,0.0,0.0,0.21702727962420293
"Knaresborough Place, Earl's Court",296,51.49363156,-0.190603326,27.0,Paddington_diatance,2777.0,Kensington Gardens Palace Gate_diatance,1016.0,Cadogan Pier_diatance,2063.0,19718.0,0.0,0.0,0.0,0.0,0.0,0.23803042248853187
"Geraldine Street, Elephant & Castle",297,51.49612799,-0.106000855,5.0,Waterloo_diatance,922.0,Geraldine Mary Harmsworth Park East_diatance,11.0,London Eye - Waterloo Pier_diatance,1290.0,8733.0,0.0,0.0,0.0,0.0,0.0,0.19662351093545735
"Curlew Street, Shad Thames",298,51.50227992,-0.074189225,47.0,London Bridge_diatance,826.0,Geraldine Mary Harmsworth Park East_diatance,2312.0,Tower Bridge Quay_diatance,413.0,40648.0,0.0,0.0,0.0,0.0,0.0,0.2836888486852452
"Vincent Square, Westminster",299,51.49398524,-0.136928582,5.0,Victoria_diatance,618.0,St. James's Park Buckingham Gate_distance,731.0,Millbank Millennium Pier_diatance,882.0,24216.0,0.0,0.0,0.0,0.0,0.0,0.1936868645587416
"Serpentine Car Park, Hyde Park",300,51.505014,-0.17306032,230.0,Paddington_diatance,1370.0,Serpentine Bridge South_diatance,54.0,Cadogan Pier_diatance,2509.0,891.0,-3.8107155028332866,0.0,-5.1316889877146314,0.0,-3.477309528610713,0.5099862258521988
"Marylebone Lane, Marylebone",301,51.51475963,-0.148105415,27.0,Marylebone_diatance,1386.0,Hyde Park Marble Arch_diatance,788.0,Embankment Pier_diatance,2045.0,7737.0,-3.399122301252375,0.0,-2.5889485194804194,0.0,-2.388034209373631,0.3989064925139355
"Putney Pier, Wandsworth",302,51.466907,-0.216573,39.0,Clapham Junction_diatance,3218.0,Battersea Park Sun Gate_diatance,3797.0,Putney Pier_diatance,94.0,17661.0,0.0,0.0,0.0,0.0,0.0,0.33869322000381197
"Albert Gate, Hyde Park",303,51.50295379,-0.158456089,608.0,Victoria_diatance,1180.0,Hyde Park Albert Gate_diatance,43.0,Battersea Power Station Pier_diatance,2287.0,5287.0,-4.105403215743405,0.0,-3.6712821398910527,0.0,-4.87644908726285,0.2757013618695954
"Rathbone Street, Fitzrovia",306,51.51816295,-0.135025698,11.0,Euston_diatance,1172.0,The Regent's Park St. Andrew's Gate_distance,1099.0,Embankment Pier_diatance,1563.0,10317.0,0.0,0.0,0.0,0.0,0.0,0.19492155894226113
"Black Lion Gate, Kensington Gardens",307,51.50990837,-0.187842717,634.0,Paddington_diatance,1101.0,Kensington Gardens Black Lion Gate_diatance,22.0,Cadogan Pier_diatance,3358.0,7324.0,-4.323072087217094,0.0,-6.155973110383665,2.7698341607717354,-5.181498818250814,0.43695262471889573
"Long Lane , Bermondsey",308,51.49907558,-0.085666316,23.0,London Bridge_diatance,693.0,Geraldine Mary Harmsworth Park East_diatance,1451.0,London Bridge City Pier_diatance,876.0,25147.0,0.0,0.0,0.0,0.0,0.0,0.23825261521424046
"Embankment (Savoy), Strand",309,51.50963123,-0.119047563,23.0,Charing Cross_diatance,367.0,Lincoln's Inn Fields South_distance,697.0,Festival Pier_diatance,305.0,2977.0,0.0,0.0,0.0,0.0,0.0,0.69660759458651
"Black Prince Road, Vauxhall",310,51.4908679,-0.116911864,29.0,Vauxhall_diatance,691.0,Geraldine Mary Harmsworth Park West_diatance,675.0,Millbank Millennium Pier_diatance,548.0,19457.0,0.0,0.0,0.0,0.0,0.0,0.25236448668930767
"Foley Street, Fitzrovia",311,51.51918144,-0.140485596,9.0,Euston_diatance,1137.0,The Regent's Park St. Andrew's Gate_distance,783.0,Embankment Pier_diatance,1897.0,10022.0,0.0,0.0,0.0,0.0,0.0,-0.30237005387360977
"Grove End Road, St. John's Wood",312,51.53088935,-0.176770502,19.0,Marylebone_diatance,1288.0,The Regent's Park Hanover Gate_distance,818.0,Embankment Pier_diatance,4667.0,29960.0,0.0,0.0,0.0,0.0,0.0,0.2519537462690208
"Wells Street, Fitzrovia",313,51.51734403,-0.138072691,16.0,Euston_diatance,1287.0,The Regent's Park St. Andrew's Gate_distance,1043.0,Embankment Pier_diatance,1634.0,10022.0,0.0,0.0,0.0,0.0,0.0,-0.10832005738981018
"Tyers Gate, Bermondsey",314,51.50088934,-0.083159352,21.0,London Bridge_diatance,509.0,Geraldine Mary Harmsworth Park East_diatance,1674.0,London Bridge City Pier_diatance,679.0,23957.0,0.0,0.0,0.0,0.0,0.0,0.22781231321852555
"The Tennis Courts, The Regent's Park",315,51.52536703,-0.153463612,147.0,Marylebone_diatance,706.0,The Regent's Park York Gate_distance,86.0,Embankment Pier_diatance,3021.0,3413.0,-2.336801083445326,0.0,-2.041730410064195,0.0,0.0,0.6091789175700907
"Warwick Row, Westminster",316,51.497998,-0.14296064,0.0,Victoria_diatance,201.0,St. James's Park Buckingham Gate_distance,418.0,Westminster Pier_diatance,1433.0,3982.0,0.0,0.0,0.0,3.185118936360483,0.0,0.29649656566798765
"Dickens Square, Borough",317,51.49679128,-0.093913472,25.0,London Bridge_diatance,1126.0,Geraldine Mary Harmsworth Park East_diatance,844.0,London Bridge City Pier_diatance,1297.0,18534.0,0.0,0.0,0.0,0.0,0.0,0.22116151772646564
"Sackville Street, Mayfair",318,51.51004801,-0.138846453,6.0,Charing Cross_diatance,1126.0,Green Park Devonshire Gates_diatance,634.0,Embankment Pier_diatance,1259.0,2938.0,0.0,0.0,0.0,0.0,0.0,-0.04874978808815983
"Baldwin Street, St. Luke's",319,51.52702563,-0.088542771,11.0,Liverpool Street_diatance,1054.0,Lincoln's Inn Fields South_distance,2293.0,Blackfriars Pier_diatance,2016.0,22967.0,0.0,0.0,0.0,0.0,0.0,0.32300918379777943
"Queen Mother Sports Centre, Victoria",320,51.49357351,-0.139956043,21.0,Victoria_diatance,475.0,St. James's Park Buckingham Gate_distance,776.0,Millbank Millennium Pier_diatance,1075.0,23108.0,0.0,0.0,0.0,0.0,0.0,0.2769067804507075
"Bermondsey Street, Bermondsey",321,51.49785559,-0.081608045,48.0,London Bridge_diatance,862.0,Geraldine Mary Harmsworth Park East_diatance,1704.0,London Bridge City Pier_diatance,1030.0,22671.0,0.0,0.0,0.0,0.0,0.0,0.23953659405651448
"Palissy Street, Shoreditch",322,51.526293,-0.073955,26.0,Liverpool Street_diatance,1026.0,Victoria Park Bonner Gate_diatance,1919.0,Tower Millennium Pier_diatance,2142.0,19435.0,0.0,0.0,0.0,0.0,0.0,0.026537666774375232
"Clifton Street, Shoreditch",323,51.523196,-0.083067,3.0,Liverpool Street_diatance,528.0,Lincoln's Inn Fields South_distance,2441.0,Tower Millennium Pier_diatance,1794.0,6784.0,0.0,0.0,0.0,0.0,0.0,0.02588324914015091
"Ontario Street, Elephant & Castle",324,51.49652013,-0.101384068,23.0,Waterloo East_diatance,1037.0,Geraldine Mary Harmsworth Park East_diatance,327.0,Bankside Pier_diatance,1399.0,12715.0,0.0,0.0,0.0,0.0,0.0,0.1711800234903919
"St. Martin's Street, West End",325,51.50908747,-0.129697889,34.0,Charing Cross_diatance,490.0,St. James's Park Waterloo Place Gate_distance,402.0,Embankment Pier_diatance,624.0,5614.0,0.0,0.0,0.0,0.0,0.0,0.6538899012968649
"Graham Street, Angel",326,51.53266186,-0.099981142,35.0,Kings Cross_diatance,1613.0,Lincoln's Inn Fields South_distance,2199.0,Blackfriars Pier_diatance,2452.0,14759.0,0.0,0.0,0.0,0.0,0.0,0.38074063344190934
