name,id,lat,lon,number,min_rail,min_rail_distance,min_park,min_park_distance,min_pier,min_pier_distance,population_density
"London Street, Paddington",752,51.515117,-0.17371276,0.0,Paddington_diatance,312.0,Hyde Park Victoria Gate_diatance,374.0,Cadogan Pier_diatance,3626.0,6897.0
"Grenfell Road, Avondale",754,51.5129006,-0.214762686,57.0,Paddington_diatance,2661.0,Holland Park Abbotsbury Gate_diatance,1499.0,Cadogan Pier_diatance,4733.0,15035.0
"The Vale, Chelsea",755,51.48512191,-0.174971902,33.0,Clapham Junction_diatance,2327.0,Battersea Park Albert Gate_diatance,913.0,Cadogan Pier_diatance,648.0,14445.0
"Prince of Wales Drive, Battersea Park",756,51.47515398,-0.159169801,156.0,Clapham Junction_diatance,1423.0,Battersea Park Sun Gate_diatance,287.0,Cadogan Pier_diatance,989.0,3155.0
"Harcourt Terrace, West Brompton",757,51.48795853,-0.187404506,112.0,Clapham Junction_diatance,2875.0,Kensington Gardens Palace Gate_diatance,1563.0,Cadogan Pier_diatance,1564.0,15374.0
"Westbourne Park Road, Portobello",758,51.51787005,-0.201005397,44.0,Paddington_diatance,1670.0,Kensington Gardens Black Lion Gate_diatance,1257.0,Cadogan Pier_diatance,4574.0,22431.0
"Broadley Terrace, Marylebone",759,51.52456169,-0.165668686,17.0,Marylebone_diatance,246.0,The Regent's Park Hanover Gate_distance,427.0,Embankment Pier_diatance,3638.0,20491.0
"Humbolt Road, Fulham",761,51.48321729,-0.211860644,51.0,Clapham Junction_diatance,3559.0,Holland Park Abbotsbury Gate_diatance,2001.0,Putney Pier_diatance,1782.0,14289.0
"Storey's Gate, Westminster",762,51.50070305,-0.129698963,142.0,Charing Cross_diatance,883.0,St. James's Park Storey's Gate_distance,97.0,Westminster Pier_diatance,468.0,3982.0
"Mile End Park Leisure Centre, Mile End",763,51.52059714,-0.032566533,67.0,Stratford_diatance,3081.0,Mile End Park Stadium_diatance,148.0,Canary Wharf Pier_diatance,1732.0,10078.0
"St. John's Road, Clapham Junction",764,51.46239255,-0.16829214,42.0,Clapham Junction_diatance,263.0,Battersea Park Sun Gate_diatance,1441.0,Plantation Wharf Pier_diatance,1110.0,8612.0
"Ranelagh Gardens, Fulham",765,51.46760141,-0.20682737,54.0,Clapham Junction_diatance,2555.0,Battersea Park Sun Gate_diatance,3124.0,Putney Pier_diatance,595.0,4103.0
"Ram Street, Wandsworth",766,51.45752945,-0.192165613,65.0,Clapham Junction_diatance,1697.0,Battersea Park Sun Gate_diatance,2785.0,Wandsworth Riverside Quarter Pier_diatance,828.0,6935.0
"Santos Road, Wandsworth",767,51.45705988,-0.200806304,22.0,Clapham Junction_diatance,2266.0,Battersea Park Sun Gate_diatance,3274.0,Wandsworth Riverside Quarter Pier_diatance,740.0,9364.0
"Clapham Common North Side, Clapham Common",768,51.46134382,-0.159322467,140.0,Clapham Junction_diatance,833.0,Battersea Park Sun Gate_diatance,1540.0,Plantation Wharf Pier_diatance,1724.0,23544.0
"Sandilands Road, Walham Green",769,51.473611,-0.191803,40.0,Clapham Junction_diatance,1808.0,Battersea Park Albert Gate_diatance,1955.0,Chelsea Harbour Pier_diatance,837.0,18804.0
"Gwendwr Road, West Kensington",770,51.491026,-0.209121,61.0,Paddington_diatance,3658.0,Holland Park Abbotsbury Gate_diatance,1112.0,Putney Pier_diatance,2669.0,20424.0
"Rifle Place, Avondale",771,51.509224,-0.216016,36.0,Paddington_diatance,2845.0,Holland Park Abbotsbury Gate_diatance,1196.0,Cadogan Pier_diatance,4519.0,11353.0
"Binfield Road, Stockwell",772,51.47250956,-0.122831913,91.0,Vauxhall_diatance,1489.0,Battersea Park Rosery Gate_diatance,1923.0,St. George Wharf_diatance,1565.0,17647.0
"Tallis Street, Temple",773,51.511891,-0.107349,8.0,Blackfriars_diatance,303.0,Lincoln's Inn Fields South_distance,741.0,Blackfriars Pier_diatance,465.0,2733.0
"Hurlingham Park, Parsons Green",774,51.470131,-0.20464,45.0,Clapham Junction_diatance,2463.0,Battersea Park Sun Gate_diatance,2914.0,Putney Pier_diatance,808.0,4103.0
"Little Brook Green, Brook Green",775,51.496664,-0.223868,20.0,Paddington_diatance,3966.0,Holland Park Abbotsbury Gate_diatance,1359.0,Putney Pier_diatance,3313.0,7586.0
"Abyssinia Close, Clapham Junction",776,51.460333,-0.167029,53.0,Clapham Junction_diatance,506.0,Battersea Park Sun Gate_diatance,1648.0,Plantation Wharf Pier_diatance,1305.0,21968.0
"Limburg Road, Clapham Junction",777,51.4619230679,-0.165297856693,38.0,Clapham Junction_diatance,443.0,Battersea Park Sun Gate_diatance,1457.0,Plantation Wharf Pier_diatance,1319.0,21968.0
"Houndsditch, Aldgate",779,51.514449,-0.077178979,21.0,Fenchurch Street_diatance,348.0,Lincoln's Inn Fields South_distance,2703.0,Tower Millennium Pier_diatance,807.0,11503.0
"Imperial Wharf Station, Sands End",780,51.474665,-0.18316517,125.0,Clapham Junction_diatance,1448.0,Battersea Park Albert Gate_diatance,1355.0,Chelsea Harbour Pier_diatance,247.0,9256.0
"Victoria & Albert Museum, South Kensington",781,51.495898,-0.173009,22.0,Victoria_diatance,1954.0,Hyde Park Alexandra Gate_diatance,673.0,Cadogan Pier_diatance,1524.0,8106.0
"Halford Road, West Kensington",782,51.483911,-0.19760944,48.0,Clapham Junction_diatance,2878.0,Holland Park Ilchester Gate_diatance,1911.0,Chelsea Harbour Pier_diatance,1653.0,12829.0
"Monier Road, Hackney Wick",783,51.5403115,-0.021630359,83.0,Stratford International_diatance,1024.0,Queen Elizabeth Olympic Park Bassett_diatance,235.0,Canary Wharf Pier_diatance,3935.0,7273.0
"East Village, Queen Elizabeth Olympic Park",784,51.546326,-0.00993526,375.0,Stratford International_diatance,190.0,Queen Elizabeth Olympic Park Blossom_diatance,369.0,Canary Wharf Pier_diatance,4755.0,10953.0
"Aquatic Centre, Queen Elizabeth Olympic Park",785,51.54094,-0.010510565,1782.0,Stratford International_diatance,447.0,Queen Elizabeth Olympic Park Aquatic Centre_diatance,46.0,Canary Wharf Pier_diatance,4170.0,10953.0
"Lee Valley VeloPark, Queen Elizabeth Olympic Park",786,51.549369,-0.015717614,301.0,Stratford International_diatance,703.0,Queen Elizabeth Olympic Park Blossom_diatance,313.0,Canary Wharf Pier_diatance,4994.0,10953.0
"Timber Lodge, Queen Elizabeth Olympic Park",787,51.546805,-0.01469126,307.0,Stratford International_diatance,470.0,Queen Elizabeth Olympic Park Blossom_diatance,47.0,Canary Wharf Pier_diatance,4728.0,10953.0
"Copper Box Arena, Queen Elizabeth Olympic Park",788,51.544909,-0.0205426,0.0,Stratford International_diatance,819.0,Queen Elizabeth Olympic Park Copper_diatance,122.0,Canary Wharf Pier_diatance,4452.0,5685.0
"Podium, Queen Elizabeth Olympic Park",789,51.538718,-0.011889482,500.0,Stratford_diatance,656.0,Queen Elizabeth Olympic Park Thornton Bridge_diatance,59.0,Canary Wharf Pier_diatance,3906.0,8205.0
"Stratford Station, Stratford",790,51.541793,-0.00481,136.0,Stratford_diatance,77.0,Queen Elizabeth Olympic Park Aquatic Centre_diatance,449.0,Canary Wharf Pier_diatance,4394.0,10953.0
"Blackfriars Road, Southwark",792,51.505461,-0.10454093,20.0,Waterloo East_diatance,413.0,Geraldine Mary Harmsworth Park North_diatance,964.0,Blackfriars Pier_diatance,625.0,9469.0
"Cromer Street, Bloomsbury",793,51.528279,-0.11955857,40.0,Kings Cross_diatance,526.0,Lincoln's Inn Fields West_distance,1377.0,Blackfriars Pier_diatance,2348.0,33409.0
"Victoria Rise, Clapham Common",794,51.461376,-0.14780467,61.0,Clapham Junction_diatance,1594.0,Battersea Park Sun Gate_diatance,1854.0,Plantation Wharf Pier_diatance,2483.0,11442.0
"Euston Square Gardens, Euston",795,51.527068,-0.13186102,13.0,Euston_diatance,257.0,The Regent's Park Chester Gate_distance,976.0,Embankment Pier_diatance,2350.0,6943.0
"Coram Street, Bloomsbury",796,51.524,-0.12640984,41.0,Euston_diatance,766.0,Lincoln's Inn Fields West_distance,1071.0,Embankment Pier_diatance,1925.0,17263.0
"Ossulston Street, Somers Town",797,51.5293,-0.12827903,29.0,St Pancras_diatance,278.0,The Regent's Park Chester Gate_distance,1235.0,Embankment Pier_diatance,2528.0,13495.0
"Birkenhead Street, King's Cross",798,51.5301998755,-0.122299440803,35.0,Kings Cross_diatance,254.0,Lincoln's Inn Fields West_distance,1614.0,Embankment Pier_diatance,2583.0,20725.0
"Kings Gate House, Westminster",799,51.4976984561,-0.137598896295,31.0,Victoria_diatance,513.0,St. James's Park Buckingham Gate_distance,316.0,Westminster Pier_diatance,1097.0,3982.0
"Sopwith Way, Battersea Park",800,51.4811219398,-0.149035374873,43.0,Victoria_diatance,1746.0,Battersea Park Sopwith Way_diatance,40.0,Battersea Power Station Pier_diatance,378.0,7298.0
"Lavington Street, Bankside",801,51.5052241745,-0.0980318118664,31.0,Cannon Street_diatance,719.0,Geraldine Mary Harmsworth Park North_diatance,1156.0,Bankside Pier_diatance,404.0,13123.0
"Albert Square, Stockwell",802,51.4765900593,-0.118256789081,76.0,Vauxhall_diatance,1084.0,Battersea Park Rosery Gate_diatance,2143.0,St. George Wharf_diatance,1248.0,24047.0
"Southwark Street, Bankside",803,51.5054099403,-0.0983410884509,13.0,Cannon Street_diatance,718.0,Geraldine Mary Harmsworth Park North_diatance,1159.0,Bankside Pier_diatance,389.0,13123.0
"Good's Way, King's Cross",804,51.5346677396,-0.125078652873,74.0,Kings Cross_diatance,281.0,The Regent's Park Chester Gate_distance,1639.0,Embankment Pier_diatance,3090.0,6945.0
"The Metropolitan, Portobello",805,51.520509,-0.20080483,52.0,Paddington_diatance,1697.0,Kensington Gardens Black Lion Gate_diatance,1466.0,Cadogan Pier_diatance,4820.0,26154.0
"Handyside Street, King's Cross",806,51.5372405623,-0.124807385707,91.0,Kings Cross_diatance,548.0,The Regent's Park Chester Gate_distance,1808.0,Embankment Pier_diatance,3374.0,6945.0
"Bevington Road West, North Kensington",807,51.5212,-0.208888173,122.0,Paddington_diatance,2260.0,Kensington Gardens Black Lion Gate_diatance,1911.0,Cadogan Pier_diatance,5183.0,14391.0
"Gauden Road, Clapham",808,51.464995,-0.13090885,0.0,Vauxhall_diatance,2390.0,Battersea Park Rosery Gate_diatance,1926.0,Battersea Power Station Pier_diatance,2348.0,11252.0
"Lincoln's Inn Fields, Holborn",809,51.5162778834,-0.118272991635,11.0,Charing Cross_diatance,1032.0,Lincoln's Inn Fields West_distance,44.0,Festival Pier_diatance,1032.0,5611.0
"Tate Modern, Bankside",810,51.5067252868,-0.0988072461627,57.0,Blackfriars_diatance,615.0,Geraldine Mary Harmsworth Park North_diatance,1260.0,Bankside Pier_diatance,267.0,9531.0
"Westferry Circus, Canary Wharf",811,51.5057030357,-0.0277727426235,131.0,Fenchurch Street_diatance,3554.0,Mile End Park Pavilion_diatance,1181.0,Canary Wharf Pier_diatance,89.0,4318.0
"Here East North, Queen Elizabeth Olympic Park",812,51.5487311915,-0.0226065549321,91.0,Stratford International_diatance,1056.0,Queen Elizabeth Olympic Park Here East North_diatance,47.0,Canary Wharf Pier_diatance,4859.0,2455.0
"New Spring Gardens Walk, Vauxhall",813,51.4878074485,-0.122759625866,13.0,Vauxhall_diatance,212.0,Geraldine Mary Harmsworth Park West_diatance,1199.0,St. George Wharf_diatance,353.0,11597.0
"Clapham Road, Lingham Street, Stockwell",814,51.4714330677,-0.123670735702,39.0,Vauxhall_diatance,1610.0,Battersea Park Rosery Gate_diatance,1911.0,St. George Wharf_diatance,1673.0,17647.0
"Lambeth Palace Road, Waterloo",815,51.5000891978,-0.116628700672,145.0,Waterloo_diatance,410.0,Geraldine Mary Harmsworth Park West_diatance,646.0,London Eye - Waterloo Pier_diatance,457.0,8461.0
"Here East South, Queen Elizabeth Olympic Park",816,51.5465327935,-0.0205975904647,34.0,Stratford International_diatance,845.0,Queen Elizabeth Olympic Park Here East South_diatance,113.0,Canary Wharf Pier_diatance,4631.0,5685.0
"Riverlight South, Nine Elms",817,51.4813354746,-0.138212295869,65.0,Vauxhall_diatance,1176.0,Battersea Park Sopwith Way_diatance,772.0,Battersea Power Station Pier_diatance,608.0,4849.0
"Westminster Pier, Westminster",818,51.501513,-0.12382322,281.0,Charing Cross_diatance,668.0,St. James's Park Storey's Gate_distance,478.0,Westminster Pier_diatance,53.0,6973.0
"Belvedere Road 2, South Bank",819,51.50621,-0.114842,103.0,Waterloo_diatance,364.0,Lincoln's Inn Fields South_distance,1053.0,Festival Pier_diatance,223.0,6252.0
"Victory Place, Walworth",820,51.492807,-0.091938,85.0,London Bridge_diatance,1468.0,Geraldine Mary Harmsworth Park East_diatance,1040.0,London Bridge City Pier_diatance,1649.0,15196.0
"Battersea Power Station, Battersea Park",821,51.4835074867,-0.147714557371,241.0,Victoria_diatance,1470.0,Battersea Park Sopwith Way_diatance,259.0,Battersea Power Station Pier_diatance,131.0,6932.0
"Allington Street, Victoria",826,51.496863,-0.1429434,97.0,Victoria_diatance,132.0,St. James's Park Buckingham Gate_distance,510.0,Millbank Millennium Pier_diatance,1384.0,3982.0
"Cranmer Road, Stockwell",827,51.479601,-0.11147178,85.0,Vauxhall_diatance,1057.0,Geraldine Mary Harmsworth Park West_diatance,1777.0,St. George Wharf_diatance,1324.0,11337.0
"Normandy Road, Stockwell",828,51.473874,-0.11258096,106.0,Vauxhall_diatance,1516.0,Geraldine Mary Harmsworth Park West_diatance,2416.0,St. George Wharf_diatance,1717.0,18068.0
"Wynne Road, Stockwell",829,51.469217,-0.11268674,26.0,Vauxhall_diatance,1985.0,Battersea Park Rosery Gate_diatance,2708.0,St. George Wharf_diatance,2152.0,21925.0
"Sidney Road, Stockwell",830,51.469202,-0.11902256,86.0,Vauxhall_diatance,1876.0,Battersea Park Rosery Gate_diatance,2306.0,St. George Wharf_diatance,1987.0,17606.0
"St John's Crescent, Brixton",831,51.466232,-0.11317995,87.0,Vauxhall_diatance,2288.0,Battersea Park Rosery Gate_diatance,2816.0,St. George Wharf_diatance,2437.0,9585.0
"Ferndale Road, Brixton",832,51.464019,-0.11578197,103.0,Vauxhall_diatance,2482.0,Battersea Park Rosery Gate_diatance,2789.0,St. George Wharf_diatance,2604.0,13060.0
"Saltoun Road, Brixton",833,51.460232,-0.11537509,239.0,Vauxhall_diatance,2901.0,Battersea Park Rosery Gate_diatance,3066.0,St. George Wharf_diatance,3015.0,18552.0
"Gas Holders, Battersea Park",834,51.477966,-0.14785703,87.0,Vauxhall_diatance,1940.0,Battersea Park Rosery Gate_diatance,87.0,Battersea Power Station Pier_diatance,675.0,6932.0
"Farringdon Street, Holborn",835,51.516785,-0.10494775,23.0,Blackfriars_diatance,592.0,Lincoln's Inn Fields South_distance,788.0,Blackfriars Pier_diatance,739.0,2733.0
"York Way, Kings Cross",836,51.541596,-0.12544145,63.0,Kings Cross_diatance,1033.0,The Regent's Park St. Mark's Gate_distance,1938.0,Blackfriars Pier_diatance,3839.0,23381.0
"Fore Street Avenue, Guildhall",838,51.518093,-0.0914017,15.0,Liverpool Street_diatance,659.0,Lincoln's Inn Fields South_distance,1737.0,Blackfriars Pier_diatance,1061.0,7347.0
"Sea Containers, South Bank",839,51.508033,-0.10682363,88.0,Blackfriars_diatance,477.0,Lincoln's Inn Fields South_distance,1066.0,Blackfriars Pier_diatance,498.0,9469.0
"George Row, Bermondsey",840,51.498585,-0.068981764,106.0,London Bridge_diatance,1342.0,Geraldine Mary Harmsworth Park East_diatance,2582.0,Tower Bridge Quay_diatance,879.0,16437.0
"Tower Wharf, Bermondsey",841,51.500845,-0.074704305,68.0,London Bridge_diatance,874.0,Geraldine Mary Harmsworth Park East_diatance,2235.0,Tower Bridge Quay_diatance,576.0,40648.0
"Temple Gardens, Temple",842,51.510981,-0.10832249,27.0,Blackfriars_diatance,375.0,Lincoln's Inn Fields South_distance,752.0,Blackfriars Pier_diatance,512.0,2733.0
"Canada Water Station, Rotherhithe",844,51.498439,-0.049150215,0.0,Fenchurch Street_diatance,2479.0,Mile End Park Pavilion_diatance,2409.0,Greenland Pier_diatance,1276.0,19518.0
"Bermondsey Station, Bermondsey",845,51.497995,-0.063471392,0.0,London Bridge_diatance,1703.0,Geraldine Mary Harmsworth Park East_diatance,2955.0,Tower Bridge Quay_diatance,1127.0,17262.0
